virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence
11582	Aino virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Shuni orthobunyavirus	NC_018459, NC_018460, NC_018465				9913	Bos taurus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos		UniProt
1692242	Aiptasia sp. sea anemone associated circular virus	Viruses; ssDNA viruses; Circoviridae; unclassified Circoviridae	NC_027781				12922	Aiptasia	Eukaryota; Metazoa; Cnidaria; Anthozoa; Hexacorallia; Actiniaria; Aiptasiidae		RefSeq
70566	Akabane virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Akabane orthobunyavirus	NC_009894, NC_009895, NC_009896				9913	Bos taurus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos	17216138	Literature
70566	Akabane virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Akabane orthobunyavirus	NC_009894, NC_009895, NC_009896				9925	Capra hircus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Caprinae; Capra	17216138	Literature
70566	Akabane virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Akabane orthobunyavirus	NC_009894, NC_009895, NC_009896				9940	Ovis aries	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Caprinae; Ovis	17216138	Literature
11791	AKR (endogenous) murine leukemia virus	Viruses; Retro-transcribing viruses; Retroviridae; Orthoretrovirinae; Gammaretrovirus; Mammalian gammaretrovirus group; Replication competent viruses; Murine leukemia virus	J01998				10090	Mus musculus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Rodentia; Myomorpha; Muridae; Murinae; Mus; Mus		UniProt
35252	Alcelaphine gammaherpesvirus 1	Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Gammaherpesvirinae; Macavirus	NC_002531				9913	Bos taurus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos		
35252	Alcelaphine gammaherpesvirus 1	Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Gammaherpesvirinae; Macavirus	NC_002531				9927	Connochaetes taurinus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Alcelaphinae; Connochaetes		UniProt
35252	Alcelaphine gammaherpesvirus 1	Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Gammaherpesvirinae; Macavirus	NC_002531				101659	Connochaetes taurinus taurinus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Alcelaphinae; Connochaetes; Connochaetes taurinus		RefSeq
138184	Alcelaphine gammaherpesvirus 2	Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Gammaherpesvirinae; Macavirus	NC_024382				59546	Damaliscus lunatus jimela	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Alcelaphinae; Damaliscus; Damaliscus lunatus		RefSeq
28314	Aleutian mink disease virus	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Amdoparvovirus; Carnivore amdoparvovirus 1	NC_001662				9665	Mustela	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Mustelinae		UniProt
998864	Alfalfa dwarf virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Cytorhabdovirus; Alfalfa dwarf cytorhabdovirus	NC_028237				3879	Medicago sativa	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Trifolieae; Medicago		RefSeq
1770265	Alfalfa enamovirus 1	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Luteoviridae; Enamovirus	NC_029993				3879	Medicago sativa	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Trifolieae; Medicago		RefSeq
165250	Alfalfa latent virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Quinvirinae; Carlavirus; Pea streak virus	NC_026616				3879	Medicago sativa	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Trifolieae; Medicago		RefSeq
1306546	Alfalfa leaf curl virus	Viruses; ssDNA viruses; Geminiviridae; Capulavirus	NC_027714				3879	Medicago sativa	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Trifolieae; Medicago		RefSeq
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			3827	Cicer arietinum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Cicereae; Cicer		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			3847	Glycine max	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Glycine; Soja		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			3864	Lens culinaris	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Fabeae; Lens		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			3869	Lupinus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Genisteae		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			3879	Medicago sativa	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Trifolieae; Medicago		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			3885	Phaseolus vulgaris	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Phaseolus		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			3888	Pisum sativum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Fabeae; Pisum		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			3916	Vigna radiata var. radiata	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Vigna; Vigna radiata		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			3917	Vigna unguiculata	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Vigna		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			4045	Apium graveolens	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Apiales; Apiineae; Apiaceae; Apioideae; Apieae; Apium		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			4072	Capsicum annuum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Solanoideae; Capsiceae; Capsicum		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			4081	Solanum lycopersicum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			4097	Nicotiana tabacum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			4113	Solanum tuberosum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			4236	Lactuca sativa	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Cichorioideae; Cichorieae; Lactucinae; Lactuca		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			23113	Philadelphus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Cornales; Hydrangeaceae		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			35936	Lablab purpureus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Lablab		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			41386	Caryopteris incana	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Lamiales; Lamiaceae; Teucrioideae; Caryopteris		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			60916	Trifolium incarnatum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Trifolieae; Trifolium		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			83862	Astragalus glycyphyllos	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Galegeae; Astragalus		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			85293	Viburnum opulus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Dipsacales; Adoxaceae; Viburnum		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			145753	Malva parviflora	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Malvales; Malvaceae; Malvoideae; Malva		UniProt
12321	Alfalfa mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Alfamovirus	NC_001495, NC_002024, NC_002025	T40129			157662	Teramnus repens	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Teramnus		UniProt
1985968	Alfalfa virus S	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; unclassified Tymovirales	NC_034622				3879	Medicago sativa	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Trifolieae; Medicago		RefSeq
44017	Alfuy virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; unclassified Flavivirus	AY898809				10090	Mus musculus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Rodentia; Myomorpha; Muridae; Murinae; Mus; Mus	16432019	Literature
44017	Alfuy virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; unclassified Flavivirus	AY898809				121387	Centropus phasianinus	Eukaryota; Metazoa; Chordata; Craniata; Aves; Neognathae; Cuculiformes; Centropidae; Centropus	16432019	Literature
515575	Algerian watermelon mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus	NC_010736				3660	Cucurbita	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Cucurbitales; Cucurbitaceae; Cucurbiteae		RefSeq
172148	Alkhumra hemorrhagic fever virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; tick-borne encephalitis virus group; Kyasanur forest disease virus	NC_004355	T40050	H01560	Alkhumra hemorrhagic fever (AHF)	9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq, UniProt
172148	Alkhumra hemorrhagic fever virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; tick-borne encephalitis virus group; Kyasanur forest disease virus	NC_004355	T40050	H01560	Alkhumra hemorrhagic fever (AHF)	34626	Hyalomma dromedarii	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Hyalomminae; Hyalomma		UniProt
172148	Alkhumra hemorrhagic fever virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; tick-borne encephalitis virus group; Kyasanur forest disease virus	NC_004355	T40050	H01560	Alkhumra hemorrhagic fever (AHF)	69826	Ornithodoros savignyi	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Argasidae; Ornithodoros		UniProt
452758	Allamanda leaf curl virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus	NC_010947				52818	Allamanda cathartica	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Gentianales; Apocynaceae; Rauvolfioideae; Plumerieae; Allamandinae; Allamanda		RefSeq
1317107	Allamanda leaf mottle distortion virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus	NC_024009				52818	Allamanda cathartica	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Gentianales; Apocynaceae; Rauvolfioideae; Plumerieae; Allamandinae; Allamanda		RefSeq
317027	Allium virus X	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Potexvirus	NC_012211				4678	Allium	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Asparagales; Amaryllidaceae; Allioideae; Allieae		RefSeq
144752	Allpahuayo mammarenavirus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Arenaviridae; Mammarenavirus	NC_010249, NC_010253				48011	Oecomys bicolor	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Rodentia; Myomorpha; Cricetidae; Sigmodontinae; Oecomys	11384226	Literature, RefSeq, UniProt
144752	Allpahuayo mammarenavirus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Arenaviridae; Mammarenavirus	NC_010249, NC_010253				48012	Oecomys roberti	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Rodentia; Myomorpha; Cricetidae; Sigmodontinae; Oecomys	11384226	Literature, UniProt
318843	Almpiwar virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Sripuvirus; Almpiwar sripuvirus	NC_025391				7176	Culex quinquefasciatus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Culicini; Culex; Culex		Literature
318843	Almpiwar virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Sripuvirus; Almpiwar sripuvirus	NC_025391				9534	Chlorocebus aethiops	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus		Literature
318843	Almpiwar virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Sripuvirus; Almpiwar sripuvirus	NC_025391				71012	Ablepharus	Eukaryota; Metazoa; Chordata; Craniata; Lepidosauria; Squamata; Scinciformata; Scincidae; Eugongylinae		Literature, RefSeq
1970065	Alpaca polyomavirus	Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; unclassified Polyomaviridae	NC_034251				30538	Vicugna pacos	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Tylopoda; Camelidae; Vicugna		RefSeq
1176035	Alpaca respiratory coronavirus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Alphacoronavirus; Human coronavirus 229E	JQ410000				30538	Vicugna pacos	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Tylopoda; Camelidae; Vicugna		RefSeq
